cve_ent	cve_mun	munid	municipio	estado	nombre
21	215	1435	Zongozotla	Puebla	Zongozotla (Puebla)
21	165	1436	Tepemaxalco	Puebla	Tepemaxalco (Puebla)
21	62	1437	Epatlán	Puebla	Epatlán (Puebla)
20	120	1438	San Bartolomé Zoogocho	Oaxaca	San Bartolomé Zoogocho (Oaxaca)
11	9	1439	Comonfort	Guanajuato	Comonfort (Guanajuato)
10	5	1440	Durango	Durango	Durango (Durango)
20	7	1441	Asunción Ocotlán	Oaxaca	Asunción Ocotlán (Oaxaca)
13	42	1442	Molango de Escamilla	Hidalgo	Molango de Escamilla (Hidalgo)
12	64	1443	Tlalchapa	Guerrero	Tlalchapa (Guerrero)
21	180	1444	Tlahuapan	Puebla	Tlahuapan (Puebla)
12	74	1445	Zitlala	Guerrero	Zitlala (Guerrero)
15	25	1446	Chalco	México	Chalco (México)
20	193	1447	San Juan del Estado	Oaxaca	San Juan del Estado (Oaxaca)
30	148	1448	Soledad de Doblado	Veracruz	Soledad de Doblado (Veracruz de Ignacio de la Llave)
31	44	1449	Kinchil	Yucatán	Kinchil (Yucatán)
28	38	1450	Tampico	Tamaulipas	Tampico (Tamaulipas)
21	109	1451	Pahuatlán	Puebla	Pahuatlán (Puebla)
21	142	1452	San Salvador el Seco	Puebla	San Salvador el Seco (Puebla)
20	242	1453	San Martín Peras	Oaxaca	San Martín Peras (Oaxaca)
21	31	1454	Coatzingo	Puebla	Coatzingo (Puebla)
8	28	1455	Guadalupe	Chihuahua	Guadalupe (Chihuahua)
29	38	1456	Tzompantepec	Tlaxcala	Tzompantepec (Tlaxcala)
21	131	1457	San Juan Atzompa	Puebla	San Juan Atzompa (Puebla)
20	431	1458	Santa María Tecomavaca	Oaxaca	Santa María Tecomavaca (Oaxaca)
7	58	1459	Nicolás Ruíz	Chiapas	Nicolás Ruíz (Chiapas)
21	160	1460	Teotlalco	Puebla	Teotlalco (Puebla)
20	446	1461	Santa María Yucuhiti	Oaxaca	Santa María Yucuhiti (Oaxaca)
20	115	1462	San Bartolo Coyotepec	Oaxaca	San Bartolo Coyotepec (Oaxaca)
9	5	1463	Gustavo A. Madero	Distrito Federal	Gustavo A. Madero (Distrito Federal)
13	76	1464	Tula de Allende	Hidalgo	Tula de Allende (Hidalgo)
10	37	1465	Topia	Durango	Topia (Durango)
3	9	1466	Loreto	Baja California Sur	Loreto (Baja California Sur)
12	54	1467	San Miguel Totolapan	Guerrero	San Miguel Totolapan (Guerrero)
26	38	1468	Moctezuma	Sonora	Moctezuma (Sonora)
18	19	1469	La Yesca	Nayarit	La Yesca (Nayarit)
18	1	1470	Acaponeta	Nayarit	Acaponeta (Nayarit)
8	4	1471	Aquiles Serdán	Chihuahua	Aquiles Serdán (Chihuahua)
20	547	1472	Teotongo	Oaxaca	Teotongo (Oaxaca)
14	48	1473	Jesús María	Jalisco	Jesús María (Jalisco)
15	47	1474	Jiquipilco	México	Jiquipilco (México)
30	55	1475	Chalma	Veracruz	Chalma (Veracruz de Ignacio de la Llave)
30	103	1476	Mecatlán	Veracruz	Mecatlán (Veracruz de Ignacio de la Llave)
15	92	1477	Teotihuacán	México	Teotihuacán (México)
21	168	1478	Tepexco	Puebla	Tepexco (Puebla)
20	235	1479	San Luis Amatlán	Oaxaca	San Luis Amatlán (Oaxaca)
24	33	1480	Santo Domingo	San Luis Potosí	Santo Domingo (San Luis Potosí)
15	21	1481	Coatepec Harinas	México	Coatepec Harinas (México)
11	24	1482	Pueblo Nuevo	Guanajuato	Pueblo Nuevo (Guanajuato)
20	192	1483	San Juan Chilateca	Oaxaca	San Juan Chilateca (Oaxaca)
20	363	1484	Santa Catarina Ixtepeji	Oaxaca	Santa Catarina Ixtepeji (Oaxaca)
13	84	1485	Zimapán	Hidalgo	Zimapán (Hidalgo)
20	222	1486	San Juan Yaeé	Oaxaca	San Juan Yaeé (Oaxaca)
20	415	1487	Santa María Ipalapa	Oaxaca	Santa María Ipalapa (Oaxaca)
14	13	1488	Atotonilco el Alto	Jalisco	Atotonilco el Alto (Jalisco)
8	45	1489	Meoqui	Chihuahua	Meoqui (Chihuahua)
10	36	1490	Tlahualilo	Durango	Tlahualilo (Durango)
28	2	1491	Aldama	Tamaulipas	Aldama (Tamaulipas)
32	35	1492	Noria de Ángeles	Zacatecas	Noria de Ángeles (Zacatecas)
20	54	1493	Magdalena Zahuatlán	Oaxaca	Magdalena Zahuatlán (Oaxaca)
24	36	1494	Tamasopo	San Luis Potosí	Tamasopo (San Luis Potosí)
20	211	1495	San Juan Ozolotepec	Oaxaca	San Juan Ozolotepec (Oaxaca)
20	380	1496	Santa Cruz Papalutla	Oaxaca	Santa Cruz Papalutla (Oaxaca)
20	128	1497	San Cristóbal Lachirioag	Oaxaca	San Cristóbal Lachirioag (Oaxaca)
7	4	1498	Altamirano	Chiapas	Altamirano (Chiapas)
29	24	1499	Panotla	Tlaxcala	Panotla (Tlaxcala)
30	198	1500	Zacualpan	Veracruz	Zacualpan (Veracruz de Ignacio de la Llave)
10	33	1501	Súchil	Durango	Súchil (Durango)
21	18	1502	Atexcal	Puebla	Atexcal (Puebla)
8	58	1503	San Francisco de Conchos	Chihuahua	San Francisco de Conchos (Chihuahua)
15	29	1504	Chicoloapan	México	Chicoloapan (México)
21	83	1505	Ixtacamaxtitlán	Puebla	Ixtacamaxtitlán (Puebla)
32	41	1506	El Salvador	Zacatecas	El Salvador (Zacatecas)
30	80	1507	Ixhuatlán del Café	Veracruz	Ixhuatlán del Café (Veracruz de Ignacio de la Llave)
26	24	1508	Divisaderos	Sonora	Divisaderos (Sonora)
30	172	1509	Texistepec	Veracruz	Texistepec (Veracruz de Ignacio de la Llave)
16	43	1510	Jacona	Michoacán	Jacona (Michoacán de Ocampo)
16	82	1511	Tacámbaro	Michoacán	Tacámbaro (Michoacán de Ocampo)
3	2	1512	Mulegé	Baja California Sur	Mulegé (Baja California Sur)
20	201	1513	San Juan Juquila Vijanos	Oaxaca	San Juan Juquila Vijanos (Oaxaca)
11	38	1514	Tarandacuao	Guanajuato	Tarandacuao (Guanajuato)
1	1	1515	Aguascalientes	Aguascalientes	Aguascalientes (Aguascalientes)
6	5	1516	Cuauhtémoc	Colima	Cuauhtémoc (Colima)
14	46	1517	Jalostotitlán	Jalisco	Jalostotitlán (Jalisco)
32	5	1518	Calera	Zacatecas	Calera (Zacatecas)
24	37	1519	Tamazunchale	San Luis Potosí	Tamazunchale (San Luis Potosí)
16	70	1520	Purépero	Michoacán	Purépero (Michoacán de Ocampo)
7	100	1521	Tumbalá	Chiapas	Tumbalá (Chiapas)
20	319	1522	San Pedro Mixtepec -Dto. 26 -	Oaxaca	San Pedro Mixtepec -Dto. 26 - (Oaxaca)
7	45	1523	Ixtapangajoya	Chiapas	Ixtapangajoya (Chiapas)
28	9	1524	Ciudad Madero	Tamaulipas	Ciudad Madero (Tamaulipas)
20	468	1525	Santiago Jocotepec	Oaxaca	Santiago Jocotepec (Oaxaca)
16	6	1526	Apatzingán	Michoacán	Apatzingán (Michoacán de Ocampo)
20	402	1527	Santa María Cortijo	Oaxaca	Santa María Cortijo (Oaxaca)
20	214	1528	San Juan Quiotepec	Oaxaca	San Juan Quiotepec (Oaxaca)
20	484	1529	Santiago Tamazola	Oaxaca	Santiago Tamazola (Oaxaca)
31	83	1530	Telchac Puerto	Yucatán	Telchac Puerto (Yucatán)
15	97	1531	Texcaltitlán	México	Texcaltitlán (México)
21	184	1532	Tlapacoya	Puebla	Tlapacoya (Puebla)
31	18	1533	Chapab	Yucatán	Chapab (Yucatán)
20	89	1534	San Andrés Dinicuiti	Oaxaca	San Andrés Dinicuiti (Oaxaca)
14	40	1535	Hostotipaquillo	Jalisco	Hostotipaquillo (Jalisco)
14	75	1536	San Marcos	Jalisco	San Marcos (Jalisco)
5	15	1537	Juárez	Coahuila	Juárez (Coahuila de Zaragoza)
20	382	1538	Santa Cruz Tacahua	Oaxaca	Santa Cruz Tacahua (Oaxaca)
15	81	1539	Tecámac	México	Tecámac (México)
26	52	1540	Sahuaripa	Sonora	Sahuaripa (Sonora)
21	101	1541	Nauzontla	Puebla	Nauzontla (Puebla)
29	9	1542	Cuaxomulco	Tlaxcala	Cuaxomulco (Tlaxcala)
20	326	1543	San Pedro Sochiápam	Oaxaca	San Pedro Sochiápam (Oaxaca)
21	202	1544	Xochitlán de Vicente Suárez	Puebla	Xochitlán de Vicente Suárez (Puebla)
21	20	1545	Atoyatempan	Puebla	Atoyatempan (Puebla)
19	43	1546	Rayones	Nuevo León	Rayones (Nuevo León)
20	305	1547	San Pedro Comitancillo	Oaxaca	San Pedro Comitancillo (Oaxaca)
12	50	1548	Pungarabato	Guerrero	Pungarabato (Guerrero)
32	37	1549	Pánuco	Zacatecas	Pánuco (Zacatecas)
24	5	1550	Cárdenas	San Luis Potosí	Cárdenas (San Luis Potosí)
30	190	1551	Tuxtilla	Veracruz	Tuxtilla (Veracruz de Ignacio de la Llave)
26	61	1552	Soyopa	Sonora	Soyopa (Sonora)
29	52	1553	San José Teacalco	Tlaxcala	San José Teacalco (Tlaxcala)
26	9	1554	Bacanora	Sonora	Bacanora (Sonora)
13	59	1555	Tecozautla	Hidalgo	Tecozautla (Hidalgo)
20	22	1556	Cosoltepec	Oaxaca	Cosoltepec (Oaxaca)
21	87	1557	Jolalpan	Puebla	Jolalpan (Puebla)
31	101	1558	Umán	Yucatán	Umán (Yucatán)
20	207	1559	San Juan Mazatlán	Oaxaca	San Juan Mazatlán (Oaxaca)
11	2	1560	Acámbaro	Guanajuato	Acámbaro (Guanajuato)
21	118	1561	Los Reyes de Juárez	Puebla	Los Reyes de Juárez (Puebla)
30	1	1562	Acajete	Veracruz	Acajete (Veracruz de Ignacio de la Llave)
14	69	1563	Quitupan	Jalisco	Quitupan (Jalisco)
30	177	1564	Tlacolulan	Veracruz	Tlacolulan (Veracruz de Ignacio de la Llave)
7	85	1565	Soyaló	Chiapas	Soyaló (Chiapas)
24	41	1566	Tanlajás	San Luis Potosí	Tanlajás (San Luis Potosí)
7	28	1567	Chiapilla	Chiapas	Chiapilla (Chiapas)
30	19	1568	Astacinga	Veracruz	Astacinga (Veracruz de Ignacio de la Llave)
12	22	1569	Coyuca de Catalán	Guerrero	Coyuca de Catalán (Guerrero)
7	113	1570	Aldama	Chiapas	Aldama (Chiapas)
28	24	1571	Mier	Tamaulipas	Mier (Tamaulipas)
20	240	1572	San Martín Itunyoso	Oaxaca	San Martín Itunyoso (Oaxaca)
31	87	1573	Tetiz	Yucatán	Tetiz (Yucatán)
14	11	1574	Atengo	Jalisco	Atengo (Jalisco)
22	5	1575	Colón	Querétaro	Colón (Querétaro)
21	133	1576	San Martín Totoltepec	Puebla	San Martín Totoltepec (Puebla)
10	35	1577	Tepehuanes	Durango	Tepehuanes (Durango)
19	6	1578	Apodaca	Nuevo León	Apodaca (Nuevo León)
32	36	1579	Ojocaliente	Zacatecas	Ojocaliente (Zacatecas)
20	50	1580	Magdalena Peñasco	Oaxaca	Magdalena Peñasco (Oaxaca)
31	20	1581	Chicxulub Pueblo	Yucatán	Chicxulub Pueblo (Yucatán)
31	46	1582	Mama	Yucatán	Mama (Yucatán)
13	71	1583	Tlahuiltepa	Hidalgo	Tlahuiltepa (Hidalgo)
8	17	1584	Cuauhtémoc	Chihuahua	Cuauhtémoc (Chihuahua)
20	124	1585	San Blas Atempa	Oaxaca	San Blas Atempa (Oaxaca)
30	102	1586	Martínez de la Torre	Veracruz	Martínez de la Torre (Veracruz de Ignacio de la Llave)
28	7	1587	Camargo	Tamaulipas	Camargo (Tamaulipas)
20	320	1588	San Pedro Molinos	Oaxaca	San Pedro Molinos (Oaxaca)
18	14	1589	Santa María del Oro	Nayarit	Santa María del Oro (Nayarit)
30	96	1590	Landero y Coss	Veracruz	Landero y Coss (Veracruz de Ignacio de la Llave)
16	91	1591	Tingüindín	Michoacán	Tingüindín (Michoacán de Ocampo)
14	18	1592	La Barca	Jalisco	La Barca (Jalisco)
20	143	1593	San Francisco Ixhuatán	Oaxaca	San Francisco Ixhuatán (Oaxaca)
32	23	1594	Juchipila	Zacatecas	Juchipila (Zacatecas)
14	83	1595	Tala	Jalisco	Tala (Jalisco)
20	38	1596	Villa Hidalgo	Oaxaca	Villa Hidalgo (Oaxaca)
7	32	1597	Escuintla	Chiapas	Escuintla (Chiapas)
29	54	1598	San Lorenzo Axocomanitla	Tlaxcala	San Lorenzo Axocomanitla (Tlaxcala)
17	30	1599	Yecapixtla	Morelos	Yecapixtla (Morelos)
15	34	1600	Ecatzingo	México	Ecatzingo (México)
20	470	1601	Santiago Lachiguiri	Oaxaca	Santiago Lachiguiri (Oaxaca)
21	46	1602	Chapulco	Puebla	Chapulco (Puebla)
10	10	1603	Hidalgo	Durango	Hidalgo (Durango)
16	16	1604	Coeneo	Michoacán	Coeneo (Michoacán de Ocampo)
20	406	1605	Santa María Chilchotla	Oaxaca	Santa María Chilchotla (Oaxaca)
12	38	1606	Zihuatanejo de Azueta	Guerrero	Zihuatanejo de Azueta (Guerrero)
13	63	1607	Tepeji del Río de Ocampo	Hidalgo	Tepeji del Río de Ocampo (Hidalgo)
26	54	1608	San Javier	Sonora	San Javier (Sonora)
20	137	1609	San Francisco Cahuacuá	Oaxaca	San Francisco Cahuacuá (Oaxaca)
20	279	1610	San Miguel Suchixtepec	Oaxaca	San Miguel Suchixtepec (Oaxaca)
31	69	1611	Sotuta	Yucatán	Sotuta (Yucatán)
14	101	1612	Tonalá	Jalisco	Tonalá (Jalisco)
27	17	1613	Tenosique	Tabasco	Tenosique (Tabasco)
21	75	1614	Hueyapan	Puebla	Hueyapan (Puebla)
21	40	1615	Cuautinchán	Puebla	Cuautinchán (Puebla)
9	10	1616	Álvaro Obregón	Distrito Federal	Álvaro Obregón (Distrito Federal)
20	238	1617	San Martín de los Cansecos	Oaxaca	San Martín de los Cansecos (Oaxaca)
20	426	1618	Santa María Peñoles	Oaxaca	Santa María Peñoles (Oaxaca)
15	49	1619	Joquicingo	México	Joquicingo (México)
14	87	1620	Tecalitlán	Jalisco	Tecalitlán (Jalisco)
31	11	1621	Celestún	Yucatán	Celestún (Yucatán)
26	64	1622	Trincheras	Sonora	Trincheras (Sonora)
14	20	1623	Cabo Corrientes	Jalisco	Cabo Corrientes (Jalisco)
20	163	1624	San Jerónimo Tecóatl	Oaxaca	San Jerónimo Tecóatl (Oaxaca)
30	57	1625	Chiconquiaco	Veracruz	Chiconquiaco (Veracruz de Ignacio de la Llave)
20	2	1626	Acatlán de Pérez Figueroa	Oaxaca	Acatlán de Pérez Figueroa (Oaxaca)
5	12	1627	Guerrero	Coahuila	Guerrero (Coahuila de Zaragoza)
21	146	1628	Santa Catarina Tlaltempan	Puebla	Santa Catarina Tlaltempan (Puebla)
24	23	1629	Rayón	San Luis Potosí	Rayón (San Luis Potosí)
10	39	1630	Nuevo Ideal	Durango	Nuevo Ideal (Durango)
20	464	1631	Santiago Ihuitlán Plumas	Oaxaca	Santiago Ihuitlán Plumas (Oaxaca)
11	22	1632	Ocampo	Guanajuato	Ocampo (Guanajuato)
31	40	1633	Izamal	Yucatán	Izamal (Yucatán)
30	199	1634	Zaragoza	Veracruz	Zaragoza (Veracruz de Ignacio de la Llave)
31	75	1635	Teabo	Yucatán	Teabo (Yucatán)
26	7	1636	Atil	Sonora	Atil (Sonora)
14	118	1637	Yahualica de González Gallo	Jalisco	Yahualica de González Gallo (Jalisco)
13	3	1638	Actopan	Hidalgo	Actopan (Hidalgo)
21	69	1639	Huaquechula	Puebla	Huaquechula (Puebla)
20	367	1640	Santa Catarina Mechoacán	Oaxaca	Santa Catarina Mechoacán (Oaxaca)
29	7	1641	El Carmen Tequexquitla	Tlaxcala	El Carmen Tequexquitla (Tlaxcala)
7	72	1642	Pueblo Nuevo Solistahuacán	Chiapas	Pueblo Nuevo Solistahuacán (Chiapas)
12	2	1643	Ahuacuotzingo	Guerrero	Ahuacuotzingo (Guerrero)
20	252	1644	San Mateo Peñasco	Oaxaca	San Mateo Peñasco (Oaxaca)
19	16	1645	Doctor González	Nuevo León	Doctor González (Nuevo León)
15	90	1646	Tenango del Valle	México	Tenango del Valle (México)
20	372	1647	Santa Catarina Yosonotú	Oaxaca	Santa Catarina Yosonotú (Oaxaca)
20	506	1648	Santo Domingo Albarradas	Oaxaca	Santo Domingo Albarradas (Oaxaca)
7	26	1649	Chenalhó	Chiapas	Chenalhó (Chiapas)
21	11	1650	Albino Zertuche	Puebla	Albino Zertuche (Puebla)
20	312	1651	San Pedro Jicayán	Oaxaca	San Pedro Jicayán (Oaxaca)
16	52	1652	Lázaro Cárdenas	Michoacán	Lázaro Cárdenas (Michoacán de Ocampo)
30	15	1653	Angel R. Cabada	Veracruz	Angel R. Cabada (Veracruz de Ignacio de la Llave)
22	18	1654	Tolimán	Querétaro	Tolimán (Querétaro)
13	56	1655	Santiago Tulantepec de Lugo Guerrero	Hidalgo	Santiago Tulantepec de Lugo Guerrero (Hidalgo)
30	94	1656	Juan Rodríguez Clara	Veracruz	Juan Rodríguez Clara (Veracruz de Ignacio de la Llave)
20	397	1657	Heroica Ciudad de Tlaxiaco	Oaxaca	Heroica Ciudad de Tlaxiaco (Oaxaca)
15	100	1658	Tezoyuca	México	Tezoyuca (México)
15	45	1659	Jilotepec	México	Jilotepec (México)
20	153	1660	San Gabriel Mixtepec	Oaxaca	San Gabriel Mixtepec (Oaxaca)
20	174	1661	Ánimas Trujano	Oaxaca	Ánimas Trujano (Oaxaca)
20	560	1662	Villa Díaz Ordaz	Oaxaca	Villa Díaz Ordaz (Oaxaca)
20	30	1663	El Espinal	Oaxaca	El Espinal (Oaxaca)
21	37	1664	Coyotepec	Puebla	Coyotepec (Puebla)
20	157	1665	San Jacinto Amilpas	Oaxaca	San Jacinto Amilpas (Oaxaca)
31	36	1666	Homún	Yucatán	Homún (Yucatán)
27	8	1667	Huimanguillo	Tabasco	Huimanguillo (Tabasco)
32	20	1668	Jerez	Zacatecas	Jerez (Zacatecas)
28	6	1669	Bustamante	Tamaulipas	Bustamante (Tamaulipas)
16	61	1670	Ocampo	Michoacán	Ocampo (Michoacán de Ocampo)
16	9	1671	Ario	Michoacán	Ario (Michoacán de Ocampo)
14	116	1672	Villa Hidalgo	Jalisco	Villa Hidalgo (Jalisco)
7	97	1673	Tonalá	Chiapas	Tonalá (Chiapas)
19	24	1674	General Zaragoza	Nuevo León	General Zaragoza (Nuevo León)
8	21	1675	Delicias	Chihuahua	Delicias (Chihuahua)
30	79	1676	Ixhuacán de los Reyes	Veracruz	Ixhuacán de los Reyes (Veracruz de Ignacio de la Llave)
20	200	1677	San Juan Juquila Mixes	Oaxaca	San Juan Juquila Mixes (Oaxaca)
5	1	1678	Abasolo	Coahuila	Abasolo (Coahuila de Zaragoza)
12	30	1679	Florencio Villarreal	Guerrero	Florencio Villarreal (Guerrero)
20	119	1680	San Bartolomé Yucuañe	Oaxaca	San Bartolomé Yucuañe (Oaxaca)
15	4	1681	Almoloya de Alquisiras	México	Almoloya de Alquisiras (México)
23	1	1682	Cozumel	Quintana Roo	Cozumel (Quintana Roo)
24	18	1683	Huehuetlán	San Luis Potosí	Huehuetlán (San Luis Potosí)
5	19	1684	Morelos	Coahuila	Morelos (Coahuila de Zaragoza)
8	47	1685	Moris	Chihuahua	Moris (Chihuahua)
20	150	1686	San Francisco Telixtlahuaca	Oaxaca	San Francisco Telixtlahuaca (Oaxaca)
20	515	1687	Santo Domingo Tehuantepec	Oaxaca	Santo Domingo Tehuantepec (Oaxaca)
7	29	1688	Chicoasén	Chiapas	Chicoasén (Chiapas)
20	549	1689	Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca	Oaxaca	Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca (Oaxaca)
21	107	1690	Olintla	Puebla	Olintla (Puebla)
30	42	1691	Colipa	Veracruz	Colipa (Veracruz de Ignacio de la Llave)
28	43	1692	Xicoténcatl	Tamaulipas	Xicoténcatl (Tamaulipas)
20	169	1693	San José Independencia	Oaxaca	San José Independencia (Oaxaca)
21	36	1694	Coyomeapan	Puebla	Coyomeapan (Puebla)
16	88	1695	Tarímbaro	Michoacán	Tarímbaro (Michoacán de Ocampo)
31	37	1696	Huhí	Yucatán	Huhí (Yucatán)
21	208	1697	Zacatlán	Puebla	Zacatlán (Puebla)
15	85	1698	Temascalcingo	México	Temascalcingo (México)
31	5	1699	Bokobá	Yucatán	Bokobá (Yucatán)
14	125	1700	San Ignacio Cerro Gordo	Jalisco	San Ignacio Cerro Gordo (Jalisco)
20	155	1701	San Ildefonso Sola	Oaxaca	San Ildefonso Sola (Oaxaca)
29	43	1702	Yauhquemehcan	Tlaxcala	Yauhquemehcan (Tlaxcala)
30	195	1703	Xoxocotla	Veracruz	Xoxocotla (Veracruz de Ignacio de la Llave)
8	25	1704	Gómez Farías	Chihuahua	Gómez Farías (Chihuahua)
30	173	1705	Tezonapa	Veracruz	Tezonapa (Veracruz de Ignacio de la Llave)
15	28	1706	Chiautla	México	Chiautla (México)
25	2	1707	Angostura	Sinaloa	Angostura (Sinaloa)
8	8	1708	Batopilas	Chihuahua	Batopilas (Chihuahua)
14	23	1709	Zapotlán el Grande	Jalisco	Zapotlán el Grande (Jalisco)
21	41	1710	Cuautlancingo	Puebla	Cuautlancingo (Puebla)
26	43	1711	Nogales	Sonora	Nogales (Sonora)
14	111	1712	Valle de Guadalupe	Jalisco	Valle de Guadalupe (Jalisco)
16	24	1713	Cherán	Michoacán	Cherán (Michoacán de Ocampo)
30	76	1714	Ilamatlán	Veracruz	Ilamatlán (Veracruz de Ignacio de la Llave)
32	18	1715	Huanusco	Zacatecas	Huanusco (Zacatecas)
14	66	1716	Poncitlán	Jalisco	Poncitlán (Jalisco)
15	113	1717	Villa Guerrero	México	Villa Guerrero (México)
20	140	1718	San Francisco Chindúa	Oaxaca	San Francisco Chindúa (Oaxaca)
19	9	1719	Cadereyta Jiménez	Nuevo León	Cadereyta Jiménez (Nuevo León)
20	550	1720	San Jerónimo Tlacochahuaya	Oaxaca	San Jerónimo Tlacochahuaya (Oaxaca)
30	98	1721	Magdalena	Veracruz	Magdalena (Veracruz de Ignacio de la Llave)
13	55	1722	Santiago de Anaya	Hidalgo	Santiago de Anaya (Hidalgo)
26	70	1723	General Plutarco Elías Calles	Sonora	General Plutarco Elías Calles (Sonora)
20	517	1724	Santo Domingo Tepuxtepec	Oaxaca	Santo Domingo Tepuxtepec (Oaxaca)
29	6	1725	Calpulalpan	Tlaxcala	Calpulalpan (Tlaxcala)
24	20	1726	Matehuala	San Luis Potosí	Matehuala (San Luis Potosí)
16	77	1727	San Lucas	Michoacán	San Lucas (Michoacán de Ocampo)
7	81	1728	Simojovel	Chiapas	Simojovel (Chiapas)
21	5	1729	Acteopan	Puebla	Acteopan (Puebla)
20	221	1730	San Juan Teposcolula	Oaxaca	San Juan Teposcolula (Oaxaca)
20	297	1731	San Pablo Tijaltepec	Oaxaca	San Pablo Tijaltepec (Oaxaca)
17	2	1732	Atlatlahucan	Morelos	Atlatlahucan (Morelos)
30	84	1733	Ixmatlahuacan	Veracruz	Ixmatlahuacan (Veracruz de Ignacio de la Llave)
31	41	1734	Kanasín	Yucatán	Kanasín (Yucatán)
26	6	1735	Arizpe	Sonora	Arizpe (Sonora)
10	31	1736	Santa Clara	Durango	Santa Clara (Durango)
7	34	1737	Frontera Comalapa	Chiapas	Frontera Comalapa (Chiapas)
20	175	1738	San Juan Bautista Atatlahuca	Oaxaca	San Juan Bautista Atatlahuca (Oaxaca)
15	32	1739	Donato Guerra	México	Donato Guerra (México)
8	53	1740	Praxedis G. Guerrero	Chihuahua	Praxedis G. Guerrero (Chihuahua)
16	112	1741	Zitácuaro	Michoacán	Zitácuaro (Michoacán de Ocampo)
32	40	1742	Sain Alto	Zacatecas	Sain Alto (Zacatecas)
20	262	1743	San Miguel Amatlán	Oaxaca	San Miguel Amatlán (Oaxaca)
30	86	1744	Jalacingo	Veracruz	Jalacingo (Veracruz de Ignacio de la Llave)
30	127	1745	La Perla	Veracruz	La Perla (Veracruz de Ignacio de la Llave)
16	74	1746	Cojumatlán de Régules	Michoacán	Cojumatlán de Régules (Michoacán de Ocampo)
28	16	1747	Hidalgo	Tamaulipas	Hidalgo (Tamaulipas)
24	46	1748	Villa de Arriaga	San Luis Potosí	Villa de Arriaga (San Luis Potosí)
4	8	1749	Tenabo	Campeche	Tenabo (Campeche)
20	417	1750	Santa María Jacatepec	Oaxaca	Santa María Jacatepec (Oaxaca)
16	64	1751	Parácuaro	Michoacán	Parácuaro (Michoacán de Ocampo)
14	37	1752	El Grullo	Jalisco	El Grullo (Jalisco)
21	116	1753	Quimixtlán	Puebla	Quimixtlán (Puebla)
20	65	1754	Ixpantepec Nieves	Oaxaca	Ixpantepec Nieves (Oaxaca)
30	12	1755	Amatitlán	Veracruz	Amatitlán (Veracruz de Ignacio de la Llave)
20	325	1756	San Pedro Quiatoni	Oaxaca	San Pedro Quiatoni (Oaxaca)
13	78	1757	Xochiatipan	Hidalgo	Xochiatipan (Hidalgo)
21	185	1758	Tlapanalá	Puebla	Tlapanalá (Puebla)
16	7	1759	Aporo	Michoacán	Aporo (Michoacán de Ocampo)
13	14	1760	Calnali	Hidalgo	Calnali (Hidalgo)
21	162	1761	Tepango de Rodríguez	Puebla	Tepango de Rodríguez (Puebla)
11	30	1762	San Felipe	Guanajuato	San Felipe (Guanajuato)
10	13	1763	Mapimí	Durango	Mapimí (Durango)
12	65	1764	Tlalixtaquilla de Maldonado	Guerrero	Tlalixtaquilla de Maldonado (Guerrero)
20	556	1765	La Trinidad Vista Hermosa	Oaxaca	La Trinidad Vista Hermosa (Oaxaca)
14	36	1766	Etzatlán	Jalisco	Etzatlán (Jalisco)
21	158	1767	Tenampulco	Puebla	Tenampulco (Puebla)
32	11	1768	Trinidad García de la Cadena	Zacatecas	Trinidad García de la Cadena (Zacatecas)
20	176	1769	San Juan Bautista Coixtlahuaca	Oaxaca	San Juan Bautista Coixtlahuaca (Oaxaca)
20	159	1770	San Jerónimo Coatlán	Oaxaca	San Jerónimo Coatlán (Oaxaca)
14	107	1771	Tuxcueca	Jalisco	Tuxcueca (Jalisco)
21	126	1772	San Jerónimo Tecuanipan	Puebla	San Jerónimo Tecuanipan (Puebla)
20	275	1773	San Miguel Quetzaltepec	Oaxaca	San Miguel Quetzaltepec (Oaxaca)
24	11	1774	Ciudad Fernández	San Luis Potosí	Ciudad Fernández (San Luis Potosí)
30	191	1775	Ursulo Galván	Veracruz	Ursulo Galván (Veracruz de Ignacio de la Llave)
21	125	1776	San Gregorio Atzompa	Puebla	San Gregorio Atzompa (Puebla)
20	347	1777	San Sebastián Río Hondo	Oaxaca	San Sebastián Río Hondo (Oaxaca)
21	141	1778	San Pedro Yeloixtlahuaca	Puebla	San Pedro Yeloixtlahuaca (Puebla)
9	13	1779	Xochimilco	Distrito Federal	Xochimilco (Distrito Federal)
20	384	1780	Santa Cruz Xitla	Oaxaca	Santa Cruz Xitla (Oaxaca)
20	241	1781	San Martín Lachilá	Oaxaca	San Martín Lachilá (Oaxaca)
21	151	1782	Santo Tomás Hueyotlipan	Puebla	Santo Tomás Hueyotlipan (Puebla)
18	3	1783	Amatlán de Cañas	Nayarit	Amatlán de Cañas (Nayarit)
15	72	1784	Rayón	México	Rayón (México)
10	27	1785	San Juan de Guadalupe	Durango	San Juan de Guadalupe (Durango)
30	188	1786	Totutla	Veracruz	Totutla (Veracruz de Ignacio de la Llave)
14	41	1787	Huejúcar	Jalisco	Huejúcar (Jalisco)
21	111	1788	Pantepec	Puebla	Pantepec (Puebla)
21	23	1789	Atzitzintla	Puebla	Atzitzintla (Puebla)
